Num,S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
980,17,USV-Corvette (US Vitamins Ltd),Covita (400 mg),Capsule    ,1 Capsule,Vit E-400 mg,10 Capsule,62,6.2
981,18,Elnova Pharma,Novee (400 mg),Capsule    ,1 Capsule,Vit E-400 mg,10 Capsule,72,7.2
982,1,Emcure Pharmaceuticals Ltd.,Biryth (300 mg),Tablet    ,1 Tablet,Theophylline-300 mg,10 Tablet,6.75,0.68
983,2,Protec (Cipla Ltd),Theobid (300 mg),Tablet    ,1 Tablet,Theophylline-300 mg,15 Tablet,15.63,1.04
984,3,Glaxo Smithkline Pharmaceuticals Ltd.,Theo PA (300 mg),Tablet    ,1 Tablet,Theophylline-300 mg,10 Tablet,11.95,1.2
985,4,Wockhardt Ltd.,Phylobid (300 mg),Tablet    ,1 Tablet,Theophylline-300 mg,10 Tablet,21,2.1
986,1,Protec (Cipla Ltd),Theobid (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,15 Tablet,13.41,0.89
987,2,Alembic Chemical Works Co Ltd,Theo SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,9.98,1
988,3,USV-Corvette (US Vitamins Ltd),Broncordil XL (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,10.4,1.04
989,4,Yash Pharma Laboratories Limited,Lungfyl SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,13,1.3
990,5,Gloss Pharmaceuticals Pvt. Ltd.,Tglo (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,15,1.5
991,6,Wockhardt Ltd.,Phylobid (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,16.32,1.63
992,7,Tas Med (I) Pvt. Ltd.,Theotas (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,18,1.8
993,8,Talent Laboratories,Theotab SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,100 Tablet,190,1.9
994,9,Bestochem Formulations (India) Ltd.,TSR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,22,2.2
995,10,Gloss Pharmaceuticals Pvt. Ltd.,Glotab,Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,35,3.5
996,11,Globus Remedies Ltd,Theobus (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,35,3.5
997,12,Stancare (Ranbaxy Laboratories Ltd),Theostan CR (200 mg),Capsule    ,1 Capsule,Theophylline-200 mg,10 Capsule,13,1.3
998,13,Raptakos Brett & Co. Ltd.,Duralyn CR (200 mg),Capsule    ,1 Capsule,Theophylline-200 mg,10 Capsule,27,2.7
999,1,Lupin Laboratories Ltd.,Lupiderm (Skin) (10 gm),Cream   ,10 gm,Betamethasone-0.05% w/w,10 gm,7.17,7.17
1000,2,Merck (India) Ltd (Merck Ltd),Betamil (Skin) (10 gm),Cream   ,10 gm,Betamethasone-0.05% w/w,10 gm,11.29,11.29
1001,3,Shalina Laboratories Ltd,Diproson (Skin) (15 gm),Cream   ,15 gm,Betamethasone-0.05% w/w,15 gm,15.2,15.2
1002,4,Cosme Healthcare (CFL Pharmaceuticals Ltd),Rovate (Skin) (15 gm),Cream   ,15 gm,Betamethasone-0.05% w/w,15 gm,22.82,22.82
1003,5,Bal Pharma Limited,Cortiderm (Skin) (15 gm),Cream   ,15 gm,Betamethasone-0.05% w/w,15 gm,22.9,22.9
1004,6,Nidus Pharma Pvt Ltd,Nidcort (Skin) (20 gm),Cream   ,20 gm,Betamethasone-0.05% w/w,20 gm,32,32
1005,7,Adips Laboratories Ltd.,Azonate (Skin) (20 gm),Cream   ,20 gm,Betamethasone-0.05% w/w,20 gm,36,36
1006,8,Micro Labs Ltd,Betagel (Skin) (15 gm) (Gel),Gel    ,15 gm,Betamethasone-0.05% w/w,15 gm,23.06,23.06
1007,9,Wander Ltd,Dibederm (Skin) (10 gm),Ointment   ,10 gm,Betamethasone-0.05% w/w,10 gm,16.39,16.39
1008,10,Cosme Healthcare (CFL Pharmaceuticals Ltd),Rovate (Skin) (30 ml),Lotion    ,30 ml,Betamethasone-0.05% w/w,30 ml,13.22,13.22
1009,1,Glaxo Smithkline Pharmaceuticals Ltd.,Theo PA (100 mg),Tablet    ,1 Tablet,Theophylline-100 mg,10 Tablet,4.89,0.49
1010,2,Protec (Cipla Ltd),Theoped (100 mg),Syrup    ,10 ml,Theophylline-100 mg,100 ml,15.15,1.52
1011,1,Natco Pharma Ltd,T R Phyllin (200 ml),Syrup    ,5 ml,Theophylline-80 mg,200 ml,10.8,0.27
1012,2,Natco Pharma Ltd,T R Phyllin (100 ml),Syrup    ,5 ml,Theophylline-80 mg,100 ml,10.81,0.54
1013,3,Solarase (Sun Pharmaceutical Industries Ltd.),T R Phyllin Syrup (100 ml),Syrup    ,5 ml,Theophylline-80 mg,100 ml,10.81,0.54
1014,4,USV Limited.,Broncordil (200 ml),Elixir   ,15 ml,Theophylline-80 mg,200 ml,28,2.1
1015,1,Natco Pharma Ltd,T R Phyllin (125 mg),Capsule    ,1 Capsule,Theophylline-125 mg,10 Capsule,9.05,0.91
1016,2,Walter-Bushnell,Etophylate (200 ml),Syrup    ,5 ml,Theophylline-125 mg,200 ml,29.9,0.75
1017,3,Walter-Bushnell,Etophylate (100 ml),Syrup    ,5 ml,Theophylline-125 mg,100 ml,18.19,0.91
1018,1,Protec (Cipla Ltd),Theobid (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,15 Tablet,13.41,0.89
1019,2,Alembic Chemical Works Co Ltd,Theo SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,9.98,1
1020,3,USV-Corvette (US Vitamins Ltd),Broncordil XL (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,10.4,1.04
1021,4,Yash Pharma Laboratories Limited,Lungfyl SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,13,1.3
1022,5,Gloss Pharmaceuticals Pvt. Ltd.,Tglo (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,15,1.5
1023,6,Wockhardt Ltd.,Phylobid (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,16.32,1.63
1024,7,Tas Med (I) Pvt. Ltd.,Theotas (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,18,1.8
1025,8,Talent Laboratories,Theotab SR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,100 Tablet,190,1.9
1026,9,Bestochem Formulations (India) Ltd.,TSR (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,22,2.2
1027,10,Gloss Pharmaceuticals Pvt. Ltd.,Glotab,Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,35,3.5
1028,11,Globus Remedies Ltd,Theobus (200 mg),Tablet    ,1 Tablet,Theophylline-200 mg,10 Tablet,35,3.5
1029,12,Stancare (Ranbaxy Laboratories Ltd),Theostan CR (200 mg),Capsule    ,1 Capsule,Theophylline-200 mg,10 Capsule,13,1.3
1030,13,Raptakos Brett & Co. Ltd.,Duralyn CR (200 mg),Capsule    ,1 Capsule,Theophylline-200 mg,10 Capsule,27,2.7
1031,1,Sun Pharmaceutical Industries Ltd.,OD Phyllin (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,6.9,0.69
1032,2,Zee Laboratories Ltd,Phyne (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,28,2.8
1033,3,Protec (Cipla Ltd),Theoday (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,28.78,2.88
1034,4,Obsurge Biotech Limited,Phylin 1 (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,29.5,2.95
1035,5,Kee Pharma Ltd.,THP 1 SR (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,29.8,2.98
1036,6,Tas Med (I) Pvt. Ltd.,Theotas (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,30,3
1037,7,Mefro Pharmaceuticals Pvt Ltd,Theopin CR (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,35,3.5
1038,8,Indosurge Biotech,Asma-OD (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,100 Tablet,390,3.9
1039,9,Emcee Pharmaceuticals Pvt.Ltd.,Onimar (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,40,4
1040,10,Strassenburg Pharmaceuticals Ltd.,Lontif CR (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,40,4
1041,11,Olcare Laboratories,Klon T (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,40,4
1042,12,Bestochem Formulations (India) Ltd.,TSR (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,43.9,4.39
1043,13,Life Medicare & Biotech Pvt. Ltd.,Theoresp (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,44,4.4
1044,14,Captab Biotec,E Fin (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,45,4.5
1045,15,Wockhardt Ltd.,Phyloday (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,45,4.5
1046,16,Ind-Swift Limited,Delin (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,47.5,4.75
1047,17,Intra Labs India Pvt Ltd,Theophylline (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,48,4.8
1048,18,Invision Medi Sciences,Theofil SR (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,50,5
1049,19,Arrowin Pharmaceuticals,Zvtho (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,100 Tablet,558,5.58
1050,20,Globus Remedies Ltd,Theobus (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,62,6.2
1051,21,Kresp (Kopran Pharma Ltd),Vent T (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,68,6.8
1052,22,Modi Mundi Pharma Ltd.,Unicontin E (400 mg),Tablet    ,1 Tablet,Theophylline-400 mg,10 Tablet,95,9.5
1053,23,Inventure (Intra Labs India Pvt Ltd),Theofil (400 mg),Capsule    ,1 Capsule,Theophylline-400 mg,10 Capsule,49.9,4.99
1054,24,Raptakos Brett & Co. Ltd.,Duralyn CR (400 mg),Capsule    ,1 Capsule,Theophylline-400 mg,10 Capsule,53,5.3
1055,1,Sun Pharmaceutical Industries Ltd.,OD Phyllin (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,10.34,1.03
1056,2,Protec (Cipla Ltd),Theoday (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,40,4
1057,3,Tas Med (I) Pvt. Ltd.,Theotas (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,45,4.5
1058,4,Life Medicare & Biotech Pvt. Ltd.,Theoresp (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,56,5.6
1059,5,Wockhardt Ltd.,Phyloday (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,60,6
1060,6,Modi Mundi Pharma Ltd.,Unicontin E (600 mg),Tablet    ,1 Tablet,Theophylline-600 mg,10 Tablet,111.45,11.15
1061,1,Merck (India) Ltd (Merck Ltd),Evion (600 mg),Capsule    ,1 Capsule,Vit E-600 mg,10 Capsule,26.8,2.68
1062,1,Glaxo Smithkline Pharmaceuticals Ltd.,Theo PA (100 mg),Tablet    ,1 Tablet,Theophylline-100 mg,10 Tablet,4.89,0.49
1063,2,Protec (Cipla Ltd),Theoped (100 mg),Syrup    ,10 ml,Theophylline-100 mg,100 ml,15.15,1.52
1064,1,Sanofi Aventis,Hostacycline (250 mg),Tablet    ,1 Tablet,Tetracycline-250 mg,10 Tablet,7.63,0.76
1065,2,Pans Laboratories,Caten (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,5.18,0.52
1066,3,Acichem Laboratories,Tetracycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,1000 Capsule,600,0.6
1067,4,Cyper Drugs & Pharmaceuticals (P) Ltd.,Tetracycline Hydrochloride (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1068,5,Cyper Drugs & Pharmaceuticals (P) Ltd.,Cypacycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1069,6,Allied Chemicals & Pharmaceuticals Pvt.Ltd.,Tetralid (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1070,7,Jagsonpal Pharmaceuticals Ltd,Terapal (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1071,8,Wings Pharmaceuticals (P) Ltd.,Tetracycline (250 mg) (Wings),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1072,9,Cipla Limited,Tetrabact (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1073,10,Laborate Pharmaceuticals India Ltd.,Tetralab (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.9,0.69
1074,11,Agron Remedies Pvt Ltd (Agrogem),Arcycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,69.26,0.69
1075,12,Cadila Pharmaceuticals Ltd.,Tetrastar (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7,0.7
1076,13,Suzikem Drugs Pvt. Ltd.,Tetlin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.13,0.71
1077,14,Deys Medical Stores (Mfg) Ltd,Subamycin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.2,0.72
1078,15,Orison Pharmaceuticals,Tetracycline (250 mg) (Orison),Capsule    ,1 Capsule,Tetracycline-250 mg,300 Capsule,216.6,0.72
1079,16,Abbott Healthcare Pvt Ltd (AHPL),Resteclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.55,0.76
1080,17,Reddy Pharmaceuticals Ltd.,Redicycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.92,0.79
1081,18,Wyeth Ltd.,Achromycin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.94,0.79
1082,19,Neon Laboratories Ltd,Neoline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1083,20,Shalina Laboratories Ltd,Tetra (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1084,21,Smith Stanistreet Pharmaceuticals Ltd.,Tetracycline (250 mg) (Smith),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1085,22,Sunways India Pvt. Ltd.,Cyclisun (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,4 Capsule,3.55,0.89
1086,23,Bini Laboratories Pvt Ltd,Tetracycline (250 mg) (Bini),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,9.5,0.95
1087,24,Zydus Cadila Healthcare Ltd,Cadicycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,300 Capsule,299.2,1
1088,25,Aurochem Labs (India) Pvt Ltd,Quadric (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,105,1.05
1089,26,Tosc International Pvt Ltd.,Econocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,11,1.1
1090,27,Indoco Pharmaceuticals,Dicicyclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,4 Capsule,4.55,1.14
1091,28,Indian Drugs & Pharmaceuticals Ltd.,Idilin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,12,1.2
1092,29,Acichem Laboratories,Tetra A (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,120,1.2
1093,30,Leben Laboratories Pvt Ltd,Tetret (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,12 Capsule,15.24,1.27
1094,31,Acron Pharmaceuticals,Acrocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,13,1.3
1095,32,Medoz Pharmaceuticals,Medocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,150 Capsule,200,1.33
1096,33,Talent Laboratories,Broclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,135,1.35
1097,34,Modern Laboratories,M Cycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15,1.5
1098,35,Inga Laboratories Pvt. Ltd.,Ingacycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15,1.5
1099,36,Dabur India Ltd,Tetracycline (250 mg) (Dabur),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15.72,1.57
1100,37,Symbiosis Healthcare (Symbiosis Pharmaceuticals Pvt Ltd),Tetrasym (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,68.6,6.86
1101,1,Cipla Limited,Tetrabact (500 mg),Tablet    ,1 Tablet,Tetracycline-500 mg,10 Tablet,8.82,0.88
1102,2,Sanofi Aventis,Hostacycline (500 mg),Tablet    ,1 Tablet,Tetracycline-500 mg,10 Tablet,14.1,1.41
1103,3,Tosc International Pvt Ltd.,Tetra Tos (500 mg),Tablet    ,1 Tablet,Tetracycline-500 mg,100 Tablet,217,2.17
1104,4,Mercury Laboratories Ltd.,Linemett (500 mg),Tablet    ,1 Tablet,Tetracycline-500 mg,10 Tablet,23,2.3
1105,5,Abbott Healthcare Pvt Ltd (AHPL),Resteclin Tab (500 mg),Tablet    ,1 Tablet,Tetracycline-500 mg,4 Tablet,9.64,2.41
1106,6,Medoz Pharmaceuticals,Medocycline (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,400 Capsule,300,0.75
1107,7,Deys Medical Stores (Mfg) Ltd,Subamycin (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,4 Capsule,3.65,0.91
1108,8,Cyper Drugs & Pharmaceuticals (P) Ltd.,Tetracycline Hydrochloride (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,10,1
1109,9,Wings Pharmaceuticals (P) Ltd.,Tetracycline (500 mg) (Wings),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,10.5,1.05
1110,10,Jagsonpal Pharmaceuticals Ltd,Terapal (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,10.5,1.05
1111,11,Ind-Swift Limited,Tetlin (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,10.74,1.07
1112,12,Cadila Pharmaceuticals Ltd.,Tetrastar (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,11,1.1
1113,13,Agron Remedies Pvt Ltd (Agrogem),Arcycline (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,100 Capsule,111.7,1.12
1114,14,Laborate Pharmaceuticals India Ltd.,Tetralab (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,11.5,1.15
1115,15,Suzikem Drugs Pvt. Ltd.,Tetlin (500 mg) (Suzikem),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,13.25,1.33
1116,16,Abbott Healthcare Pvt Ltd (AHPL),Resteclin (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,14.02,1.4
1117,17,Lupin Laboratories Ltd.,Lupiterra (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,14.27,1.43
1118,18,Acichem Laboratories,Tetracycline (500 mg) (Acichem),Capsule    ,1 Capsule,Tetracycline-500 mg,100 Capsule,150,1.5
1119,19,Indian Drugs & Pharmaceuticals Ltd.,Idilin (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,17,1.7
1120,20,Acichem Laboratories,Tetra A Forte (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,100 Capsule,180,1.8
1121,21,Modern Laboratories,Tetracycline (500 mg) (Modern),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,18,1.8
1122,22,Bini Laboratories Pvt Ltd,Tetracycline (500 mg) (Bini),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,19,1.9
1123,23,Tosc International Pvt Ltd.,Econocycline (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,20,2
1124,24,Indoco Pharmaceuticals,Dicicyclin (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,4 Capsule,8.56,2.14
1125,25,Modern Laboratories,M Cycline (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,25,2.5
1126,26,Symbiosis Healthcare (Symbiosis Pharmaceuticals Pvt Ltd),Tetrasym (500 mg),Capsule    ,1 Capsule,Tetracycline-500 mg,10 Capsule,109.2,10.92
1127,1,Mercury Laboratories Ltd.,Linemett (333 mg),Tablet    ,1 Tablet,Tetracycline-333 mg,10 Tablet,9,0.9
1128,2,Pans Laboratories,Triolene (333 mg),Capsule    ,1 Capsule,Tetracycline-333 mg,10 Capsule,7.15,0.72
1129,3,Indian Drugs & Pharmaceuticals Ltd.,Threocycline (333 mg),Capsule    ,1 Capsule,Tetracycline-333 mg,10 Capsule,14,1.4
1130,4,The Pharmed Research Lab Pvt Ltd,T Top (333 mg),Capsule    ,1 Capsule,Tetracycline-333 mg,10 Capsule,15.6,1.56
1131,1,Deys Medical Stores (Mfg) Ltd,Subamycin DT (50 mg),Tablet    ,1 Tablet,Tetracycline-50 mg,10 Tablet,1.56,0.16
1132,1,Sanofi Aventis,Hostacycline (250 mg),Tablet    ,1 Tablet,Tetracycline-250 mg,10 Tablet,7.63,0.76
1133,2,Pans Laboratories,Caten (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,5.18,0.52
1134,3,Acichem Laboratories,Tetracycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,1000 Capsule,600,0.6
1135,4,Cyper Drugs & Pharmaceuticals (P) Ltd.,Cypacycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1136,5,Allied Chemicals & Pharmaceuticals Pvt.Ltd.,Tetralid (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1137,6,Cyper Drugs & Pharmaceuticals (P) Ltd.,Tetracycline Hydrochloride (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.5,0.65
1138,7,Jagsonpal Pharmaceuticals Ltd,Terapal (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1139,8,Wings Pharmaceuticals (P) Ltd.,Tetracycline (250 mg) (Wings),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1140,9,Cipla Limited,Tetrabact (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.66,0.67
1141,10,Laborate Pharmaceuticals India Ltd.,Tetralab (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,6.9,0.69
1142,11,Agron Remedies Pvt Ltd (Agrogem),Arcycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,69.26,0.69
1143,12,Cadila Pharmaceuticals Ltd.,Tetrastar (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7,0.7
1144,13,Suzikem Drugs Pvt. Ltd.,Tetlin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.13,0.71
1145,14,Deys Medical Stores (Mfg) Ltd,Subamycin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.2,0.72
1146,15,Orison Pharmaceuticals,Tetracycline (250 mg) (Orison),Capsule    ,1 Capsule,Tetracycline-250 mg,300 Capsule,216.6,0.72
1147,16,Abbott Healthcare Pvt Ltd (AHPL),Resteclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.55,0.76
1148,17,Reddy Pharmaceuticals Ltd.,Redicycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.92,0.79
1149,18,Wyeth Ltd.,Achromycin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,7.94,0.79
1150,19,Neon Laboratories Ltd,Neoline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1151,20,Shalina Laboratories Ltd,Tetra (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1152,21,Smith Stanistreet Pharmaceuticals Ltd.,Tetracycline (250 mg) (Smith),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,8,0.8
1153,22,Sunways India Pvt. Ltd.,Cyclisun (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,4 Capsule,3.55,0.89
1154,23,Bini Laboratories Pvt Ltd,Tetracycline (250 mg) (Bini),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,9.5,0.95
1155,24,Zydus Cadila Healthcare Ltd,Cadicycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,300 Capsule,299.2,1
1156,25,Aurochem Labs (India) Pvt Ltd,Quadric (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,105,1.05
1157,26,Tosc International Pvt Ltd.,Econocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,11,1.1
1158,27,Indoco Pharmaceuticals,Dicicyclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,4 Capsule,4.55,1.14
1159,28,Indian Drugs & Pharmaceuticals Ltd.,Idilin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,12,1.2
1160,29,Acichem Laboratories,Tetra A (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,120,1.2
1161,30,Leben Laboratories Pvt Ltd,Tetret (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,12 Capsule,15.24,1.27
1162,31,Acron Pharmaceuticals,Acrocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,13,1.3
1163,32,Medoz Pharmaceuticals,Medocycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,150 Capsule,200,1.33
1164,33,Talent Laboratories,Broclin (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,100 Capsule,135,1.35
1165,34,Inga Laboratories Pvt. Ltd.,Ingacycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15,1.5
1166,35,Modern Laboratories,M Cycline (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15,1.5
1167,36,Dabur India Ltd,Tetracycline (250 mg) (Dabur),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,15.72,1.57
1168,37,Symbiosis Healthcare (Symbiosis Pharmaceuticals Pvt Ltd),Tetrasym (250 mg),Capsule    ,1 Capsule,Tetracycline-250 mg,10 Capsule,68.6,6.86
1169,1,Mercury Laboratories Ltd.,Linemett (333 mg),Tablet    ,1 Tablet,Tetracycline-333 mg,10 Tablet,9,0.9
1170,2,Pans Laboratories,Triolene (333 mg),Capsule    ,1 Capsule,Tetracycline-333 mg,10 Capsule,7.15,0.72
